date,price
1999-06-09,2.46
1999-06-09,2.512
1999-06-08,2.465
1999-06-08,2.38
1999-06-08,2.393
1999-06-08,2.437
1999-06-08,2.419
1999-06-07,2.467
1999-06-07,2.41
1999-06-07,2.442
1999-06-07,2.482
1999-06-07,2.504
1999-06-04,2.466
1999-06-04,2.31
1999-06-04,2.489
1999-06-04,2.437
1999-06-04,2.454
1999-06-03,2.35
1999-06-03,2.397
1999-06-03,2.414
1999-06-03,2.429
1999-06-03,2.455
1999-06-02,2.43
1999-06-02,2.36
1999-06-02,2.407
1999-06-02,2.42
1999-06-02,2.455
1999-06-01,2.34
1999-06-01,2.343
1999-06-01,2.37
1999-06-01,2.357
1999-06-01,2.4
1999-05-28,2.358
1999-05-28,2.29
1999-05-28,2.412
1999-05-28,2.374
1999-05-28,2.383
1999-05-27,2.313
1999-05-27,2.27
1999-05-27,2.282
1999-05-27,2.348
1999-05-27,2.3
1999-05-26,2.21
1999-05-26,2.235
1999-05-26,2.255
1999-05-26,2.226
1999-05-26,2.22
1999-05-25,2.2
1999-05-25,2.24
1999-05-25,2.18
1999-05-25,2.259
1999-05-25,2.219
1999-05-24,2.19
1999-05-24,2.222
1999-05-24,2.192
1999-05-24,2.176
1999-05-24,2.242
1999-05-21,2.246
1999-05-21,2.275
1999-05-21,2.293
1999-05-21,2.225
1999-05-21,2.21
1999-05-20,2.244
1999-05-20,2.218
1999-05-20,2.289
1999-05-20,2.272
1999-05-20,2.26
1999-05-19,2.319
1999-05-19,2.27
1999-05-19,2.281
1999-05-19,2.254
1999-05-19,2.304
1999-05-18,2.328
1999-05-18,2.313
1999-05-18,2.262
1999-05-18,2.3
1999-05-18,2.293
1999-05-17,2.401
1999-05-17,2.372
1999-05-17,2.39
1999-05-17,2.343
1999-05-17,2.31
1999-05-14,2.288
1999-05-14,2.352
1999-05-14,2.317
1999-05-14,2.28
1999-05-14,2.337
1999-05-13,2.305
1999-05-13,2.34
1999-05-13,2.325
1999-05-13,2.21
1999-05-13,2.282
1999-05-12,2.191
1999-05-12,2.248
1999-05-12,2.265
1999-05-12,2.221
1999-05-12,2.19
1999-05-11,2.309
1999-05-11,2.294
1999-05-11,2.236
1999-05-11,2.264
1999-05-11,2.29
1999-05-10,2.33
1999-05-10,2.25
1999-05-10,2.302
1999-05-10,2.352
1999-05-10,2.364
1999-05-07,2.302
1999-05-07,2.273
1999-05-07,2.326
1999-05-07,2.25
1999-05-07,2.34
1999-05-06,2.342
1999-05-06,2.295
1999-05-06,2.319
1999-05-06,2.32
1999-05-06,2.355
1999-05-05,2.359
1999-05-05,2.36
1999-05-05,2.403
1999-05-05,2.397
1999-05-05,2.381
1999-05-04,2.399
1999-05-04,2.394
1999-05-04,2.359
1999-05-04,2.379
1999-05-04,2.32
1999-05-03,2.34
1999-05-03,2.311
1999-05-03,2.325
1999-05-03,2.23
1999-05-03,2.348
1999-04-30,2.269
1999-04-30,2.253
1999-04-30,2.3
1999-04-30,2.289
1999-04-30,2.25
1999-04-29,2.352
1999-04-29,2.339
1999-04-29,2.366
1999-04-29,2.37
1999-04-29,2.37
1999-04-28,2.341
1999-04-28,2.31
1999-04-28,2.358
1999-04-28,2.348
1999-04-28,2.372
1999-04-27,2.365
1999-04-27,2.331
1999-04-27,2.355
1999-04-27,2.337
1999-04-27,2.32
1999-04-26,2.325
1999-04-26,2.338
1999-04-26,2.299
1999-04-26,2.345
1999-04-26,2.23
1999-04-23,2.226
1999-04-23,2.23
1999-04-23,2.271
1999-04-23,2.253
1999-04-23,2.281
1999-04-22,2.225
1999-04-22,2.253
1999-04-22,2.271
1999-04-22,2.279
1999-04-22,2.24
1999-04-21,2.239
1999-04-21,2.209
1999-04-21,2.17
1999-04-21,2.229
1999-04-21,2.174
1999-04-20,2.21
1999-04-20,2.18
1999-04-20,2.144
1999-04-20,2.178
1999-04-20,2.198
1999-04-19,2.203
1999-04-19,2.217
1999-04-19,2.169
1999-04-19,2.1
1999-04-19,2.227
1999-04-16,2.158
1999-04-16,2.124
1999-04-16,2.14
1999-04-16,2.173
1999-04-16,2.189
1999-04-15,2.167
1999-04-15,2.137
1999-04-15,2.19
1999-04-15,2.14
1999-04-15,2.179
1999-04-14,2.16
1999-04-14,2.145
1999-04-14,2.096
1999-04-14,2.129
1999-04-14,2.11
1999-04-13,2.14
1999-04-13,2.193
1999-04-13,2.136
1999-04-13,2.167
1999-04-13,2.18
1999-04-12,2.167
1999-04-12,2.06
1999-04-12,2.156
1999-04-12,2.179
1999-04-12,2.128
1999-04-09,2.15
1999-04-09,2.1
1999-04-09,2.119
1999-04-09,2.096
1999-04-09,2.135
1999-04-08,2.09
1999-04-08,2.069
1999-04-08,2.127
1999-04-08,2.109
1999-04-08,2.07
1999-04-07,2.09
1999-04-07,2.05
1999-04-07,2.03
1999-04-07,2.024
1999-04-07,2.07
1999-04-06,2.075
1999-04-06,2.013
1999-04-06,1.98
1999-04-06,2.035
1999-04-06,2.056
1999-04-05,2.05
1999-04-05,2.03
1999-04-05,2.03
1999-04-05,2.09
1999-04-05,2.07
1999-04-01,2.055
1999-04-01,1.95
1999-04-01,1.852
1999-04-01,2.038
1999-04-01,2.072
1999-03-31,2.041
1999-03-31,2.013
1999-03-31,2.078
1999-03-31,2.02
1999-03-31,2.058
1999-03-30,1.89
1999-03-30,1.978
1999-03-30,2.048
